We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.
All submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus name	Location	Collection date	Originating lab	Submitting lab	Authors
EPI_ISL_420397	hCoV-19/Belgium/DB-0323140/2020	Europe / Belgium / Ukkel	2020-03-23	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_418077	hCoV-19/USA/WA-UW292/2020	North America / USA / Washington	2020-03-15	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_420396	hCoV-19/Belgium/GM-0323139/2020	Europe / Belgium / Colfontaine	2020-03-23	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_418076	hCoV-19/USA/WA-UW291/2020	North America / USA / Washington	2020-03-15	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_420399	hCoV-19/Belgium/MAC-0324142/2020	Europe / Belgium / Zoutleeuw	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_418075	hCoV-19/USA/WA-UW290/2020	North America / USA / Washington	2020-03-15	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_420398	hCoV-19/Belgium/NA-0323141/2020	Europe / Belgium / Waterloo	2020-03-23	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420393	hCoV-19/Belgium/VWJM-0324136/2020	Europe / Belgium / Bierbeek	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420392	hCoV-19/Belgium/DME-0324135/2020	Europe / Belgium / Linter	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420395	hCoV-19/Belgium/RS-0324138/2020	Europe / Belgium / Trazegnies	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420394	hCoV-19/Belgium/OS-0325137/2020	Europe / Belgium / Sint-Pieter-Woluwe	2020-03-25	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420391	hCoV-19/Belgium/MS-0324134/2020	Europe / Belgium / Quaregnon	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420390	hCoV-19/Belgium/LV-0324133/2020	Europe / Belgium / Mons	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_418073	hCoV-19/USA/WA-UW288/2020	North America / USA / Washington	2020-03-15	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_420389	hCoV-19/Belgium/GMJ-0324132/2020	Europe / Belgium / Mons	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_418072	hCoV-19/USA/WA-UW287/2020	North America / USA / Washington	2020-03-15	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_418071	hCoV-19/USA/WA-UW286/2020	North America / USA / Washington	2020-03-15	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_418070	hCoV-19/USA/WA-UW285/2020	North America / USA / Washington	2020-03-14	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_419397	hCoV-19/USA/MN69-MDH69/2020	North America / USA / Minnesota	2020-03-14	Minnesota Department of Health, Public Health Laboratory	Minnesota Department of Health, Public Health Laboratory	Matt Plumb, Jake Garfin and Xiong Wang
EPI_ISL_420386	hCoV-19/Belgium/MC-0323129/2020	Europe / Belgium / Watermaal-Bosvoorde	2020-03-23	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_418066	hCoV-19/USA/WA-UW281/2020	North America / USA / Washington	2020-03-14	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_419396	hCoV-19/USA/MN68-MDH68/2020	North America / USA / Minnesota	2020-03-14	Minnesota Department of Health, Public Health Laboratory	Minnesota Department of Health, Public Health Laboratory	Matt Plumb, Jake Garfin and Xiong Wang
EPI_ISL_420385	hCoV-19/Belgium/EC-0325128/2020	Europe / Belgium / Genappe	2020-03-25	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_419395	hCoV-19/USA/MN67-MDH67/2020	North America / USA / Minnesota	2020-03-14	Minnesota Department of Health, Public Health Laboratory	Minnesota Department of Health, Public Health Laboratory	Matt Plumb, Jake Garfin and Xiong Wang
EPI_ISL_420388	hCoV-19/Belgium/MSE-0324131/2020	Europe / Belgium / Vilvoorde	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_418064	hCoV-19/USA/WA-UW279/2020	North America / USA / Washington	2020-03-15	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_419394	hCoV-19/USA/MN66-MDH66/2020	North America / USA / Minnesota	2020-03-14	Minnesota Department of Health, Public Health Laboratory	Minnesota Department of Health, Public Health Laboratory	Matt Plumb, Jake Garfin and Xiong Wang
EPI_ISL_420387	hCoV-19/Belgium/MNL-0324130/2020	Europe / Belgium / Sint-Agatha-Berchem	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420382	hCoV-19/Belgium/UNJP-0324125/2020	Europe / Belgium / Oudergem	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420381	hCoV-19/Belgium/FFJ-0324124/2020	Europe / Belgium / Saisinne	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_418069	hCoV-19/USA/WA-UW284/2020	North America / USA / Washington	2020-03-14	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_419399	hCoV-19/Wales/PHWC-24349/2020	Europe / United Kingdom / Wales	2020-03-18	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Joanne Watkins, Sally Corden, Sara Rey, Matt Bull, Tom Connor
EPI_ISL_420384	hCoV-19/Belgium/NML-0325127/2020	Europe / Belgium / Vilvoorde	2020-03-25	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_418068	hCoV-19/USA/WA-UW283/2020	North America / USA / Washington	2020-03-14	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_420383	hCoV-19/Belgium/NJC-0324126/2020	Europe / Belgium / Bassilly	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_418067	hCoV-19/USA/WA-UW282/2020	North America / USA / Washington	2020-03-15	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_420380	hCoV-19/Belgium/DPG-0325123/2020	Europe / Belgium / Jemappes	2020-03-25	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_418062	hCoV-19/USA/WA-UW277/2020	North America / USA / Washington	2020-03-14	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_419393	hCoV-19/USA/MN65-MDH65/2020	North America / USA / Minnesota	2020-03-14	Minnesota Department of Health, Public Health Laboratory	Minnesota Department of Health, Public Health Laboratory	Matt Plumb, Jake Garfin and Xiong Wang
EPI_ISL_420379	hCoV-19/Belgium/RGE-0325122/2020	Europe / Belgium / Tienen	2020-03-25	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_419392	hCoV-19/USA/MN64-MDH64/2020	North America / USA / Minnesota	2020-03-13	Minnesota Department of Health, Public Health Laboratory	Minnesota Department of Health, Public Health Laboratory	Matt Plumb, Jake Garfin and Xiong Wang
EPI_ISL_420378	hCoV-19/Belgium/MSE-0324121/2020	Europe / Belgium / Frameries	2020-03-24	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_418061	hCoV-19/USA/UN-UW276/2020	North America / USA	2020-03-13	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_418060	hCoV-19/USA/WA-UW275/2020	North America / USA	2020-03-14	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_419391	hCoV-19/USA/MN63-MDH63/2020	North America / USA / Minnesota	2020-03-14	Minnesota Department of Health, Public Health Laboratory	Minnesota Department of Health, Public Health Laboratory	Matt Plumb, Jake Garfin and Xiong Wang
EPI_ISL_419390	hCoV-19/USA/MN62-MDH62/2020	North America / USA / Minnesota	2020-03-14	Minnesota Department of Health, Public Health Laboratory	Minnesota Department of Health, Public Health Laboratory	Matt Plumb, Jake Garfin and Xiong Wang
EPI_ISL_422114	hCoV-19/Wales/PHWC-25BC8/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422115	hCoV-19/Wales/PHWC-26EDD/2020	Europe / United Kingdom / Wales	2020-03-30	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422112	hCoV-19/Wales/PHWC-26417/2020	Europe / United Kingdom / Wales	2020-03-27	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422113	hCoV-19/Wales/PHWC-26CB5/2020	Europe / United Kingdom / Wales	2020-03-28	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422110	hCoV-19/Wales/PHWC-260D7/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422111	hCoV-19/Wales/PHWC-260C8/2020	Europe / United Kingdom / Wales	2020-03-26	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422109	hCoV-19/Wales/PHWC-266F3/2020	Europe / United Kingdom / Wales	2020-03-27	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422107	hCoV-19/Wales/PHWC-25FF9/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422108	hCoV-19/Wales/PHWC-2581C/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_418093	hCoV-19/Wales/PHWC-23B60/2020	Europe / United Kingdom / Wales	2020-03-12	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Joanne Watkins, Sally Corden, Sara Rey, Matt Bull, Tom Connor
EPI_ISL_422105	hCoV-19/Wales/PHWC-26F25/2020	Europe / United Kingdom / Wales	2020-03-31	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422106	hCoV-19/Wales/PHWC-260F5/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422103	hCoV-19/Wales/PHWC-26C00/2020	Europe / United Kingdom / Wales	2020-03-29	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422104	hCoV-19/Wales/PHWC-26022/2020	Europe / United Kingdom / Wales	2020-03-26	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_418085	hCoV-19/Wales/PHWC-23A90/2020	Europe / United Kingdom / Wales	2020-03-12	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Joanne Watkins, Sally Corden, Sara Rey, Matt Bull, Tom Connor
EPI_ISL_422102	hCoV-19/Wales/PHWC-26444/2020	Europe / United Kingdom / Wales	2020-03-27	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422100	hCoV-19/Wales/PHWC-260B9/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_418080	hCoV-19/USA/WA-UW295/2020	North America / USA / Washington	2020-03-15	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_418082	hCoV-19/USA/WA-UW297/2020	North America / USA / Washington	2020-03-15	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_418081	hCoV-19/USA/WA-UW296/2020	North America / USA / Washington	2020-03-15	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_422136	hCoV-19/Wales/PHWC-25EB0/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422137	hCoV-19/Wales/PHWC-26EEC/2020	Europe / United Kingdom / Wales	2020-03-30	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422134	hCoV-19/Wales/PHWC-25DD1/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422135	hCoV-19/Wales/PHWC-25E65/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422132	hCoV-19/Wales/PHWC-26F07/2020	Europe / United Kingdom / Wales	2020-03-30	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422133	hCoV-19/Wales/PHWC-270C7/2020	Europe / United Kingdom / Wales	2020-03-30	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422130	hCoV-19/Wales/PHWC-26A9D/2020	Europe / United Kingdom / Wales	2020-03-30	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422131	hCoV-19/Wales/PHWC-27030/2020	Europe / United Kingdom / Wales	2020-03-28	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_414510	hCoV-19/Shanghai/SH01/2020	Asia / China / Shanghai	2020-02-02	unknown	Key Laboratory of Medical Molecular Virology (MOE/NHC/CAMS)	Zhang,R., Yi,Z., Wang,Y., Teng,Z., Xu,W., Song,W., Cai,X., Sun,Z., Gu,C., Zhou,Y., Chen,H., Ye,R., Han,W., Zhu,Y., Feng,F., Fang,F., Li,C., Zhang,X., Qu,D., Fu,C., Xie,Y. and Yuan,Z.
EPI_ISL_414511	hCoV-19/Japan/TKYE6182/2020	Asia / Japan	2020-01	unknown	Ryota Kumagai Tokyo Metropolitan Institute of Public Health	Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T. and Sadamasu,K.
EPI_ISL_414505	hCoV-19/Germany/NRW-06/2020	Europe / Germany / North Rhine Westphalia / Heinsberg District	2020-02-27	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann
EPI_ISL_414504	hCoV-19/Germany/NRW-05/2020	Europe / Germany / North Rhine Westphalia / Heinsberg District	2020-02-26	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann
EPI_ISL_414509	hCoV-19/Germany/NRW-09/2020	Europe / Germany / North Rhine Westphalia / Heinsberg District	2020-02-28	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann
